#REFERENCE 0 73.5287530 -10.2236050
34 73.5342920 -10.2147597 0.0000 0.0000 33.70 0.00
34 73.534292 -10.214760 0.0000 0.0000 33.70 0.00
34 73.5342920 -10.2147597 0.0000 0.0000 33.70 0.00
34 73.5342920 -10.2147597 1.5164 0.8167 33.70 0.17
35 73.5372296 -10.2494052 0.0000 0.0000 -39.40 0.00
35 73.537230 -10.249405 0.0000 0.0000 -39.40 0.00
35 73.5372296 -10.2494052 0.0000 0.0000 -39.40 0.00
35 73.5372296 -10.2494052 1.2641 0.8684 -39.40 0.16
36 73.5286094 -10.2228364 0.0000 0.0000 -43.70 0.00
36 73.528609 -10.222836 0.0000 0.0000 -43.70 0.00
36 73.5286094 -10.2228364 0.0000 0.0000 -43.70 0.00
36 73.5286094 -10.2228364 1.0693 0.9555 -43.70 0.16
37 73.5433917 -10.2460896 0.0000 0.0000 -32.70 0.00
37 73.543392 -10.246090 0.0000 0.0000 -32.70 0.00
37 73.5433917 -10.2460896 0.0000 0.0000 -32.70 0.00
37 73.5433917 -10.2460896 1.2414 0.8495 -32.70 0.15
38 73.5447790 -10.1970880 0.0000 0.0000 50.00 0.00
38 73.544779 -10.197088 0.0000 0.0000 50.00 0.00
38 73.5447790 -10.1970880 0.0000 0.0000 50.00 0.00
38 73.5447790 -10.1970880 0.9892 0.9892 50.00 0.15
39 73.5093391 -10.2136100 0.0000 0.0000 50.00 0.00
39 73.509339 -10.213610 0.0000 0.0000 50.00 0.00
39 73.5093391 -10.2136100 0.0000 0.0000 50.00 0.00
39 73.5093391 -10.2136100 0.9824 0.9824 50.00 0.14
40 73.4972702 -10.2357620 0.0000 0.0000 50.00 0.00
40 73.497270 -10.235762 0.0000 0.0000 50.00 0.00
40 73.4972702 -10.2357620 0.0000 0.0000 50.00 0.00
40 73.4972702 -10.2357620 0.9801 0.9801 50.00 0.14
41 73.5324256 -10.1961550 0.0000 0.0000 50.00 0.00
41 73.532426 -10.196155 0.0000 0.0000 50.00 0.00
41 73.5324256 -10.1961550 0.0000 0.0000 50.00 0.00
41 73.5324256 -10.1961550 0.9779 0.9779 50.00 0.14
42 73.5391167 -10.1925920 0.0000 0.0000 50.00 0.00
42 73.539117 -10.192592 0.0000 0.0000 50.00 0.00
42 73.5391167 -10.1925920 0.0000 0.0000 50.00 0.00
42 73.5391167 -10.1925920 0.9711 0.9711 50.00 0.14
43 73.5592289 -10.2287040 0.0000 0.0000 50.00 0.00
43 73.559229 -10.228704 0.0000 0.0000 50.00 0.00
43 73.5592289 -10.2287040 0.0000 0.0000 50.00 0.00
43 73.5592289 -10.2287040 0.9645 0.9645 50.00 0.13
44 73.5517061 -10.2369888 0.0000 0.0000 10.90 0.00
44 73.551706 -10.236989 0.0000 0.0000 10.90 0.00
44 73.5517061 -10.2369888 0.0000 0.0000 10.90 0.00
44 73.5517061 -10.2369888 0.9526 0.9082 10.90 0.12
45 73.5109579 -10.2170610 0.0000 0.0000 50.00 0.00
45 73.510958 -10.217061 0.0000 0.0000 50.00 0.00
45 73.5109579 -10.2170610 0.0000 0.0000 50.00 0.00
45 73.5109579 -10.2170610 0.9189 0.9189 50.00 0.11
46 73.5166201 -10.2102090 0.0000 0.0000 50.00 0.00
46 73.516620 -10.210209 0.0000 0.0000 50.00 0.00
46 73.5166201 -10.2102090 0.0000 0.0000 50.00 0.00
46 73.5166201 -10.2102090 0.9105 0.9105 50.00 0.11
47 73.5284100 -10.2225535 0.0000 0.0000 -52.40 0.00
47 73.528410 -10.222553 0.0000 0.0000 -52.40 0.00
47 73.5284100 -10.2225535 0.0000 0.0000 -52.40 0.00
47 73.5284100 -10.2225535 0.9410 0.7869 -52.40 0.08
48 73.5588908 -10.2353330 0.0000 0.0000 50.00 0.00
48 73.558891 -10.235333 0.0000 0.0000 50.00 0.00
48 73.5588908 -10.2353330 0.0000 0.0000 50.00 0.00
48 73.5588908 -10.2353330 0.8439 0.8439 50.00 0.08
49 73.5308398 -10.2259523 0.0000 0.0000 67.70 0.00
49 73.530840 -10.225952 0.0000 0.0000 67.70 0.00
49 73.5308398 -10.2259523 0.0000 0.0000 67.70 0.00
49 73.5308398 -10.2259523 0.9240 0.7376 67.70 0.07
50 73.5294216 -10.2236778 0.0000 0.0000 -66.30 0.00
50 73.529422 -10.223678 0.0000 0.0000 -66.30 0.00
50 73.5294216 -10.2236778 0.0000 0.0000 -66.30 0.00
50 73.5294216 -10.2236778 0.7580 0.7331 -66.30 0.05
51 73.5288864 -10.2220858 0.0000 0.0000 -45.80 0.00
51 73.528886 -10.222086 0.0000 0.0000 -45.80 0.00
51 73.5288864 -10.2220858 0.0000 0.0000 -45.80 0.00
51 73.5288864 -10.2220858 0.7152 0.6628 -45.80 0.03
52 73.5281135 -10.2241145 0.0000 0.0000 -28.20 0.00
52 73.528113 -10.224114 0.0000 0.0000 -28.20 0.00
52 73.5281135 -10.2241145 0.0000 0.0000 -28.20 0.00
52 73.5281135 -10.2241145 0.5965 0.5694 -28.20 0.02
